idx,R,G,B,hex,kind,col,row
1196,159,144,167,#9F90A7,singleton,43,18
1197,191,216,234,#BFD8EA,singleton,44,18
1198,189,253,212,#BDFDD4,singleton,45,18
1199,214,227,251,#D6E3FB,singleton,46,18
1200,175,222,221,#AFDEDD,singleton,47,18
1201,140,164,127,#8CA47F,singleton,48,18
1202,191,136,207,#BF88CF,singleton,49,18
1203,248,132,247,#F884F7,singleton,50,18
1204,176,147,161,#B093A1,singleton,51,18
1205,149,210,165,#95D2A5,singleton,52,18
1206,253,146,179,#FD92B3,singleton,53,18
1207,164,212,133,#A4D485,singleton,54,18
1208,159,231,152,#9FE798,singleton,55,18
1209,167,222,235,#A7DEEB,singleton,56,18
1210,178,141,250,#B28DFA,singleton,57,18
1211,207,149,160,#CF95A0,singleton,58,18
1212,203,237,230,#CBEDE6,singleton,59,18
1213,226,223,217,#E2DFD9,singleton,60,18
1214,200,166,139,#C8A68B,singleton,61,18
1215,175,142,196,#AF8EC4,singleton,62,18
1216,199,167,169,#C7A7A9,singleton,63,18
1217,174,216,208,#AED8D0,singleton,0,19
1218,199,137,137,#C78989,singleton,1,19
1219,215,236,187,#D7ECBB,singleton,2,19
1220,230,151,169,#E697A9,singleton,3,19
1221,227,196,246,#E3C4F6,singleton,4,19
1222,252,224,253,#FCE0FD,singleton,5,19
1223,128,201,229,#80C9E5,singleton,6,19
1224,190,154,178,#BE9AB2,singleton,7,19
1225,217,220,173,#D9DCAD,singleton,8,19
1226,250,240,217,#FAF0D9,singleton,9,19
1227,211,222,182,#D3DEB6,singleton,10,19
1228,192,131,180,#C083B4,singleton,11,19
1229,169,135,139,#A9878B,singleton,12,19
1230,139,185,192,#8BB9C0,singleton,13,19
1231,170,251,199,#AAFBC7,singleton,14,19
1232,176,228,225,#B0E4E1,singleton,15,19
1233,148,177,172,#94B1AC,singleton,16,19
1234,198,199,221,#C6C7DD,singleton,17,19
1235,196,240,189,#C4F0BD,singleton,18,19
1236,157,237,173,#9DEDAD,singleton,19,19
1237,219,220,251,#DBDCFB,singleton,20,19
1238,226,146,184,#E292B8,singleton,21,19
1239,242,162,192,#F2A2C0,singleton,22,19
1240,193,210,216,#C1D2D8,singleton,23,19
1241,241,232,212,#F1E8D4,singleton,24,19
1242,228,147,159,#E4939F,singleton,25,19
1243,234,168,247,#EAA8F7,singleton,26,19
1244,202,229,189,#CAE5BD,singleton,27,19
1245,171,140,151,#AB8C97,singleton,28,19
1246,216,252,146,#D8FC92,singleton,29,19
1247,246,139,153,#F68B99,singleton,30,19
1248,221,187,150,#DDBB96,singleton,31,19
1249,131,199,232,#83C7E8,singleton,32,19
1250,135,158,224,#879EE0,singleton,33,19
1251,160,210,222,#A0D2DE,singleton,34,19
1252,211,212,221,#D3D4DD,singleton,35,19
1253,136,223,219,#88DFDB,singleton,36,19
1254,157,178,196,#9DB2C4,singleton,37,19
1255,181,144,246,#B590F6,singleton,38,19
1256,189,181,133,#BDB585,singleton,39,19
1257,161,153,165,#A199A5,singleton,40,19
1258,173,201,198,#ADC9C6,singleton,41,19
1259,190,147,173,#BE93AD,singleton,42,19
1260,189,223,203,#BDDFCB,singleton,43,19
1261,182,219,235,#B6DBEB,singleton,44,19
1262,181,170,146,#B5AA92,singleton,45,19
1263,222,215,183,#DED7B7,singleton,46,19
1264,184,207,156,#B8CF9C,singleton,47,19
1265,182,216,216,#B6D8D8,singleton,48,19
1266,212,167,170,#D4A7AA,singleton,49,19
1267,159,197,145,#9FC591,singleton,50,19
1268,226,236,162,#E2ECA2,singleton,51,19
1269,155,242,135,#9BF287,singleton,52,19
1270,151,149,192,#9795C0,singleton,53,19
1271,175,201,255,#AFC9FF,singleton,54,19
1272,143,230,214,#8FE6D6,singleton,55,19
1273,217,255,229,#D9FFE5,singleton,56,19
1274,227,222,221,#E3DEDD,singleton,57,19
1275,205,231,201,#CDE7C9,singleton,58,19
1276,136,246,240,#88F6F0,singleton,59,19
1277,236,233,235,#ECE9EB,singleton,60,19
1278,130,157,153,#829D99,singleton,61,19
1279,185,211,238,#B9D3EE,singleton,62,19
1280,199,153,183,#C799B7,singleton,63,19
1281,138,198,194,#8AC6C2,singleton,0,20
1282,246,136,133,#F68885,singleton,1,20
1283,156,166,241,#9CA6F1,singleton,2,20
1284,129,251,167,#81FBA7,singleton,3,20
1285,196,187,230,#C4BBE6,singleton,4,20
1286,179,148,132,#B39484,singleton,5,20
1287,216,146,251,#D892FB,singleton,6,20
1288,150,170,171,#96AAAB,singleton,7,20
1289,212,173,171,#D4ADAB,singleton,8,20
1290,228,213,147,#E4D593,singleton,9,20
1291,232,144,229,#E890E5,singleton,10,20
1292,173,217,151,#ADD997,singleton,11,20
1293,155,214,222,#9BD6DE,singleton,12,20
1294,161,181,231,#A1B5E7,singleton,13,20
1295,254,235,237,#FEEBED,singleton,14,20
1296,195,189,225,#C3BDE1,singleton,15,20
1297,178,133,189,#B285BD,singleton,16,20
1298,233,238,134,#E9EE86,singleton,17,20
1299,187,242,155,#BBF29B,singleton,18,20
1300,150,160,218,#96A0DA,singleton,19,20
1301,216,183,207,#D8B7CF,singleton,20,20
1302,221,152,233,#DD98E9,singleton,21,20
1303,193,150,225,#C196E1,singleton,22,20
1304,206,151,189,#CE97BD,singleton,23,20
1305,165,148,166,#A594A6,singleton,24,20
1306,171,151,190,#AB97BE,singleton,25,20
1307,188,145,239,#BC91EF,singleton,26,20
1308,201,178,207,#C9B2CF,singleton,27,20
1309,213,254,161,#D5FEA1,singleton,28,20
1310,222,242,230,#DEF2E6,singleton,29,20
1311,252,132,181,#FC84B5,singleton,30,20
1312,131,234,179,#83EAB3,singleton,31,20
1313,255,160,209,#FFA0D1,singleton,32,20
1314,129,128,211,#8180D3,singleton,33,20
1315,127,227,237,#7FE3ED,singleton,34,20
1316,255,195,217,#FFC3D9,singleton,35,20
1317,222,143,218,#DE8FDA,singleton,36,20
1318,219,216,143,#DBD88F,singleton,37,20
1319,235,142,132,#EB8E84,singleton,38,20
1320,127,136,154,#7F889A,singleton,39,20
1321,199,226,163,#C7E2A3,singleton,40,20
1322,250,209,147,#FAD193,singleton,41,20
1323,135,161,169,#87A1A9,singleton,42,20
1324,242,171,247,#F2ABF7,singleton,43,20
1325,236,184,143,#ECB88F,singleton,44,20
1326,200,201,206,#C8C9CE,singleton,45,20
1327,225,213,186,#E1D5BA,singleton,46,20
1328,199,255,225,#C7FFE1,singleton,47,20
1329,139,159,171,#8B9FAB,singleton,48,20
1330,165,151,219,#A597DB,singleton,49,20
1331,174,255,151,#AEFF97,singleton,50,20
1332,182,187,158,#B6BB9E,singleton,51,20
1333,130,132,144,#828490,singleton,52,20
1334,217,246,161,#D9F6A1,singleton,53,20
1335,175,235,227,#AFEBE3,singleton,54,20
1336,226,238,159,#E2EE9F,singleton,55,20
1337,255,162,196,#FFA2C4,singleton,56,20
1338,182,157,178,#B69DB2,singleton,57,20
1339,223,254,226,#DFFEE2,singleton,58,20
1340,193,238,177,#C1EEB1,singleton,59,20
1341,231,226,136,#E7E288,singleton,60,20
1342,206,196,171,#CEC4AB,singleton,61,20
1343,223,181,252,#DFB5FC,singleton,62,20
1344,240,197,196,#F0C5C4,singleton,63,20
1345,188,135,221,#BC87DD,singleton,0,21
1346,151,152,147,#979893,singleton,1,21
1347,253,168,176,#FDA8B0,singleton,2,21
1348,139,165,245,#8BA5F5,singleton,3,21
1349,149,247,225,#95F7E1,singleton,4,21
1350,228,214,188,#E4D6BC,singleton,5,21
1351,187,192,148,#BBC094,singleton,6,21
1352,222,241,148,#DEF194,singleton,7,21
1353,152,224,166,#98E0A6,singleton,8,21
1354,183,130,184,#B782B8,singleton,9,21
1355,162,141,219,#A28DDB,singleton,10,21
1356,127,248,149,#7FF895,singleton,11,21
1357,212,199,230,#D4C7E6,singleton,12,21
1358,167,161,226,#A7A1E2,singleton,13,21
1359,128,219,187,#80DBBB,singleton,14,21
1360,147,183,204,#93B7CC,singleton,15,21
1361,201,250,222,#C9FADE,singleton,16,21
1362,191,180,133,#BFB485,singleton,17,21
1363,175,221,149,#AFDD95,singleton,18,21
1364,200,254,183,#C8FEB7,singleton,19,21
1365,236,197,165,#ECC5A5,singleton,20,21
1366,248,232,151,#F8E897,singleton,21,21
1367,153,149,254,#9995FE,singleton,22,21
1368,203,143,142,#CB8F8E,singleton,23,21
1369,213,236,252,#D5ECFC,singleton,24,21
1370,206,221,149,#CEDD95,singleton,25,21
1371,216,132,168,#D884A8,singleton,26,21
1372,218,237,135,#DAED87,singleton,27,21
1373,217,225,216,#D9E1D8,singleton,28,21
1374,213,207,154,#D5CF9A,singleton,29,21
1375,254,138,200,#FE8AC8,singleton,30,21
1376,174,225,253,#AEE1FD,singleton,31,21
1377,160,135,242,#A087F2,singleton,32,21
1378,146,188,208,#92BCD0,singleton,33,21
1379,205,253,234,#CDFDEA,singleton,34,21
1380,206,233,199,#CEE9C7,singleton,35,21
1381,136,224,255,#88E0FF,singleton,36,21
1382,127,240,249,#7FF0F9,singleton,37,21
1383,142,145,215,#8E91D7,singleton,38,21
1384,157,157,134,#9D9D86,singleton,39,21
1385,189,194,197,#BDC2C5,singleton,40,21
1386,227,204,132,#E3CC84,singleton,41,21
1387,198,166,138,#C6A68A,singleton,42,21
1388,254,173,213,#FEADD5,singleton,43,21
1389,161,179,139,#A1B38B,singleton,44,21
1390,133,140,239,#858CEF,singleton,45,21
1391,157,138,247,#9D8AF7,singleton,46,21
1392,144,204,239,#90CCEF,singleton,47,21
1393,154,254,154,#9AFE9A,singleton,48,21
1394,206,159,207,#CE9FCF,singleton,49,21
1395,165,130,233,#A582E9,singleton,50,21
1396,235,229,181,#EBE5B5,singleton,51,21
1397,220,233,176,#DCE9B0,singleton,52,21
1398,229,135,194,#E587C2,singleton,53,21
1399,188,138,178,#BC8AB2,singleton,54,21
1400,168,221,188,#A8DDBC,singleton,55,21
1401,237,136,132,#ED8884,singleton,56,21
1402,231,127,146,#E77F92,singleton,57,21
1403,142,172,245,#8EACF5,singleton,58,21
1404,213,200,205,#D5C8CD,singleton,59,21
1405,233,247,135,#E9F787,singleton,60,21
1406,186,215,170,#BAD7AA,singleton,61,21
1407,236,181,205,#ECB5CD,singleton,62,21
1408,213,169,162,#D5A9A2,singleton,63,21
1409,190,183,130,#BEB782,singleton,0,22
1410,180,211,194,#B4D3C2,singleton,1,22
1411,188,241,160,#BCF1A0,singleton,2,22
1412,221,224,150,#DDE096,singleton,3,22
1413,202,190,130,#CABE82,singleton,4,22
1414,213,221,184,#D5DDB8,singleton,5,22
1415,191,134,160,#BF86A0,singleton,6,22
1416,226,251,144,#E2FB90,singleton,7,22
1417,186,129,177,#BA81B1,singleton,8,22
1418,134,188,167,#86BCA7,singleton,9,22
1419,238,152,222,#EE98DE,singleton,10,22
1420,226,168,200,#E2A8C8,singleton,11,22
1421,144,216,216,#90D8D8,singleton,12,22
1422,153,140,235,#998CEB,singleton,13,22
1423,172,139,150,#AC8B96,singleton,14,22
1424,240,239,153,#F0EF99,singleton,15,22
1425,167,149,215,#A795D7,singleton,16,22
1426,148,149,162,#9495A2,singleton,17,22
1427,128,219,186,#80DBBA,singleton,18,22
1428,241,249,209,#F1F9D1,singleton,19,22
1429,143,181,180,#8FB5B4,singleton,20,22
1430,248,238,199,#F8EEC7,singleton,21,22
1431,183,231,149,#B7E795,singleton,22,22
1432,185,197,131,#B9C583,singleton,23,22
1433,224,139,237,#E08BED,singleton,24,22
1434,201,181,239,#C9B5EF,singleton,25,22
1435,249,201,145,#F9C991,singleton,26,22
1436,152,222,166,#98DEA6,singleton,27,22
1437,207,218,130,#CFDA82,singleton,28,22
1438,187,225,204,#BBE1CC,singleton,29,22
1439,140,158,222,#8C9EDE,singleton,30,22
1440,133,162,226,#85A2E2,singleton,31,22
1441,161,179,156,#A1B39C,singleton,32,22
1442,167,155,195,#A79BC3,singleton,33,22
1443,131,237,207,#83EDCF,singleton,34,22
1444,211,179,136,#D3B388,singleton,35,22
1445,181,182,165,#B5B6A5,singleton,36,22
1446,203,247,175,#CBF7AF,singleton,37,22
1447,192,247,214,#C0F7D6,singleton,38,22
1448,141,169,147,#8DA993,singleton,39,22
1449,196,252,133,#C4FC85,singleton,40,22
1450,200,172,166,#C8ACA6,singleton,41,22
1451,164,218,232,#A4DAE8,singleton,42,22
1452,137,167,129,#89A781,singleton,43,22
1453,210,170,145,#D2AA91,singleton,44,22
1454,137,148,240,#8994F0,singleton,45,22
1455,213,250,166,#D5FAA6,singleton,46,22
1456,249,133,170,#F985AA,singleton,47,22
1457,166,193,166,#A6C1A6,singleton,48,22
1458,174,197,171,#AEC5AB,singleton,49,22
1459,139,147,137,#8B9389,singleton,50,22
1460,136,136,187,#8888BB,singleton,51,22
1461,129,186,192,#81BAC0,singleton,52,22
1462,169,174,216,#A9AED8,singleton,53,22
1463,159,170,141,#9FAA8D,singleton,54,22
1464,162,248,204,#A2F8CC,singleton,55,22
1465,157,182,225,#9DB6E1,singleton,56,22
1466,230,183,173,#E6B7AD,singleton,57,22
1467,237,203,246,#EDCBF6,singleton,58,22
1468,219,160,235,#DBA0EB,singleton,59,22
1469,127,245,148,#7FF594,singleton,60,22
1470,188,253,147,#BCFD93,singleton,61,22
1471,247,201,160,#F7C9A0,singleton,62,22
1472,213,135,217,#D587D9,singleton,63,22
1473,175,172,204,#AFACCC,singleton,0,23
1474,204,217,218,#CCD9DA,singleton,1,23
1475,155,131,200,#9B83C8,singleton,2,23
1476,216,144,142,#D8908E,singleton,3,23
1477,200,165,219,#C8A5DB,singleton,4,23
1478,219,154,189,#DB9ABD,singleton,5,23
1479,196,165,152,#C4A598,singleton,6,23
1480,212,169,183,#D4A9B7,singleton,7,23
1481,195,226,172,#C3E2AC,singleton,8,23
1482,249,170,174,#F9AAAE,singleton,9,23
1483,171,198,174,#ABC6AE,singleton,10,23
1484,135,182,138,#87B68A,singleton,11,23
1485,224,159,241,#E09FF1,singleton,12,23
1486,141,159,206,#8D9FCE,singleton,13,23
1487,162,166,228,#A2A6E4,singleton,14,23
1488,133,243,216,#85F3D8,singleton,15,23
1489,183,155,174,#B79BAE,singleton,16,23
1490,227,144,225,#E390E1,singleton,17,23
1491,192,218,130,#C0DA82,singleton,18,23
1492,147,136,246,#9388F6,singleton,19,23
1493,172,162,216,#ACA2D8,singleton,20,23
1494,153,172,201,#99ACC9,singleton,21,23
1495,223,192,238,#DFC0EE,singleton,22,23
1496,208,250,250,#D0FAFA,singleton,23,23
1497,203,168,230,#CBA8E6,singleton,24,23
1498,251,177,130,#FBB182,singleton,25,23
1499,210,189,238,#D2BDEE,singleton,26,23
1500,212,193,142,#D4C18E,singleton,27,23
1501,255,199,181,#FFC7B5,singleton,28,23
1502,203,198,219,#CBC6DB,singleton,29,23
1503,135,204,150,#87CC96,singleton,30,23
1504,250,237,156,#FAED9C,singleton,31,23
1505,195,136,249,#C388F9,singleton,32,23
1506,141,146,217,#8D92D9,singleton,33,23
1507,233,230,160,#E9E6A0,singleton,34,23
1508,179,151,231,#B397E7,singleton,35,23
1509,250,196,168,#FAC4A8,singleton,36,23
1510,127,192,202,#7FC0CA,singleton,37,23
1511,135,216,224,#87D8E0,singleton,38,23
1512,201,153,228,#C999E4,singleton,39,23
1513,147,147,249,#9393F9,singleton,40,23
1514,146,199,172,#92C7AC,singleton,41,23
1515,227,208,186,#E3D0BA,singleton,42,23
1516,201,183,168,#C9B7A8,singleton,43,23
1517,136,183,151,#88B797,singleton,44,23
1518,187,234,217,#BBEAD9,singleton,45,23
1519,237,203,175,#EDCBAF,singleton,46,23
1520,205,208,130,#CDD082,singleton,47,23
1521,178,135,139,#B2878B,singleton,48,23
1522,203,242,148,#CBF294,singleton,49,23
1523,186,249,238,#BAF9EE,singleton,50,23
1524,148,135,145,#948791,singleton,51,23
1525,184,214,158,#B8D69E,singleton,52,23
1526,243,207,198,#F3CFC6,singleton,53,23
1527,172,176,139,#ACB08B,singleton,54,23
1528,255,246,136,#FFF688,singleton,55,23
1529,178,203,237,#B2CBED,singleton,56,23
1530,134,220,205,#86DCCD,singleton,57,23
1531,180,196,194,#B4C4C2,singleton,58,23
1532,246,223,191,#F6DFBF,singleton,59,23
1533,160,151,221,#A097DD,singleton,60,23
1534,164,142,189,#A48EBD,singleton,61,23
1535,185,243,175,#B9F3AF,singleton,62,23
1536,132,130,147,#848293,singleton,63,23
1537,186,249,251,#BAF9FB,singleton,0,24
1538,232,160,159,#E8A09F,singleton,1,24
1539,245,178,144,#F5B290,singleton,2,24
1540,130,151,165,#8297A5,singleton,3,24
1541,166,179,157,#A6B39D,singleton,4,24
1542,160,223,193,#A0DFC1,singleton,5,24
1543,207,192,246,#CFC0F6,singleton,6,24
1544,222,210,183,#DED2B7,singleton,7,24
1545,232,135,161,#E887A1,singleton,8,24
1546,205,197,131,#CDC583,singleton,9,24
1547,216,173,200,#D8ADC8,singleton,10,24
1548,217,203,226,#D9CBE2,singleton,11,24
1549,209,202,164,#D1CAA4,singleton,12,24
1550,145,128,214,#9180D6,singleton,13,24
1551,174,157,254,#AE9DFE,singleton,14,24
1552,183,253,218,#B7FDDA,singleton,15,24
1553,160,152,146,#A09892,singleton,16,24
1554,237,181,193,#EDB5C1,singleton,17,24
1555,156,219,166,#9CDBA6,singleton,18,24
1556,194,127,152,#C27F98,singleton,19,24
1557,253,167,236,#FDA7EC,singleton,20,24
1558,140,169,234,#8CA9EA,singleton,21,24
1559,220,204,231,#DCCCE7,singleton,22,24
1560,186,206,148,#BACE94,singleton,23,24
1561,157,172,192,#9DACC0,singleton,24,24
1562,201,175,180,#C9AFB4,singleton,25,24
1563,184,176,137,#B8B089,singleton,26,24
1564,199,172,172,#C7ACAC,singleton,27,24
1565,239,235,247,#EFEBF7,singleton,28,24
1566,135,188,239,#87BCEF,singleton,29,24
1567,187,142,202,#BB8ECA,singleton,30,24
1568,139,164,216,#8BA4D8,singleton,31,24
1569,190,161,243,#BEA1F3,singleton,32,24
1570,138,173,216,#8AADD8,singleton,33,24
1571,241,229,201,#F1E5C9,singleton,34,24
1572,253,207,136,#FDCF88,singleton,35,24
1573,128,210,171,#80D2AB,singleton,36,24
1574,241,137,206,#F189CE,singleton,37,24
1575,142,181,250,#8EB5FA,singleton,38,24
1576,191,156,189,#BF9CBD,singleton,39,24
1577,241,212,143,#F1D48F,singleton,40,24
1578,247,253,190,#F7FDBE,singleton,41,24
1579,201,145,135,#C99187,singleton,42,24
1580,231,137,140,#E7898C,singleton,43,24
1581,192,163,213,#C0A3D5,singleton,44,24
1582,216,212,198,#D8D4C6,singleton,45,24
1583,226,241,155,#E2F19B,singleton,46,24
1584,238,133,232,#EE85E8,singleton,47,24
1585,195,201,132,#C3C984,singleton,48,24
1586,251,252,238,#FBFCEE,singleton,49,24
1587,221,254,132,#DDFE84,singleton,50,24
1588,181,161,133,#B5A185,singleton,51,24
1589,159,249,231,#9FF9E7,singleton,52,24
1590,138,179,189,#8AB3BD,singleton,53,24
1591,128,152,200,#8098C8,singleton,54,24
1592,158,176,229,#9EB0E5,singleton,55,24
1593,249,180,224,#F9B4E0,singleton,56,24
1594,179,220,170,#B3DCAA,singleton,57,24
1595,162,130,206,#A282CE,singleton,58,24
1596,166,179,179,#A6B3B3,singleton,59,24
1597,185,205,147,#B9CD93,singleton,60,24
1598,152,137,138,#98898A,singleton,61,24
1599,135,138,129,#878A81,singleton,62,24
1600,207,184,218,#CFB8DA,singleton,63,24
1601,222,215,189,#DED7BD,singleton,0,25
1602,221,237,236,#DDEDEC,singleton,1,25
1603,159,164,152,#9FA498,singleton,2,25
1604,159,129,199,#9F81C7,singleton,3,25
1605,141,169,161,#8DA9A1,singleton,4,25
1606,218,146,158,#DA929E,singleton,5,25
1607,182,248,197,#B6F8C5,singleton,6,25
1608,179,208,229,#B3D0E5,singleton,7,25
1609,169,231,142,#A9E78E,singleton,8,25
1610,189,150,165,#BD96A5,singleton,9,25
1611,227,169,251,#E3A9FB,singleton,10,25
1612,133,211,133,#85D385,singleton,11,25
1613,236,196,148,#ECC494,singleton,12,25
1614,176,131,199,#B083C7,singleton,13,25
1615,153,154,204,#999ACC,singleton,14,25
1616,203,139,223,#CB8BDF,singleton,15,25
1617,232,172,247,#E8ACF7,singleton,16,25
1618,226,151,191,#E297BF,singleton,17,25
1619,147,170,134,#93AA86,singleton,18,25
1620,215,179,133,#D7B385,singleton,19,25
1621,221,225,141,#DDE18D,singleton,20,25
1622,242,187,215,#F2BBD7,singleton,21,25
1623,203,134,213,#CB86D5,singleton,22,25
1624,155,237,205,#9BEDCD,singleton,23,25
1625,137,213,241,#89D5F1,singleton,24,25
1626,183,153,181,#B799B5,singleton,25,25
1627,152,220,219,#98DCDB,singleton,26,25
1628,174,211,233,#AED3E9,singleton,27,25
1629,173,128,145,#AD8091,singleton,28,25
1630,188,241,168,#BCF1A8,singleton,29,25
1631,253,148,144,#FD9490,singleton,30,25
1632,142,130,163,#8E82A3,singleton,31,25
1633,128,166,222,#80A6DE,singleton,32,25
1634,186,127,193,#BA7FC1,singleton,33,25
1635,137,204,191,#89CCBF,singleton,34,25
1636,169,217,194,#A9D9C2,singleton,35,25
1637,204,220,144,#CCDC90,singleton,36,25
1638,208,189,214,#D0BDD6,singleton,37,25
1639,169,175,141,#A9AF8D,singleton,38,25
1640,164,196,186,#A4C4BA,singleton,39,25
1641,197,142,148,#C58E94,singleton,40,25
1642,172,157,215,#AC9DD7,singleton,41,25
1643,188,250,210,#BCFAD2,singleton,42,25
1644,205,182,242,#CDB6F2,singleton,43,25
1645,214,163,220,#D6A3DC,singleton,44,25
1646,215,163,134,#D7A386,singleton,45,25
1647,169,131,166,#A983A6,singleton,46,25
1648,206,238,148,#CEEE94,singleton,47,25
1649,151,172,214,#97ACD6,singleton,48,25
1650,185,227,210,#B9E3D2,singleton,49,25
1651,149,219,225,#95DBE1,singleton,50,25
1652,163,175,240,#A3AFF0,singleton,51,25
1653,238,220,174,#EEDCAE,singleton,52,25
1654,230,235,222,#E6EBDE,singleton,53,25
1655,239,254,165,#EFFEA5,singleton,54,25
1656,158,249,153,#9EF999,singleton,55,25
1657,249,210,138,#F9D28A,singleton,56,25
1658,134,250,192,#86FAC0,singleton,57,25
1659,147,245,159,#93F59F,singleton,58,25
1660,127,148,240,#7F94F0,singleton,59,25
1661,128,130,149,#808295,singleton,60,25
1662,254,183,218,#FEB7DA,singleton,61,25
1663,144,179,244,#90B3F4,singleton,62,25
1664,235,232,198,#EBE8C6,singleton,63,25
1665,215,193,151,#D7C197,singleton,0,26
1666,199,223,239,#C7DFEF,singleton,1,26
1667,238,248,178,#EEF8B2,singleton,2,26
1668,188,191,145,#BCBF91,singleton,3,26
1669,199,142,224,#C78EE0,singleton,4,26
1670,160,142,184,#A08EB8,singleton,5,26
1671,209,238,199,#D1EEC7,singleton,6,26
1672,190,229,232,#BEE5E8,singleton,7,26
1673,200,239,198,#C8EFC6,singleton,8,26
1674,202,141,197,#CA8DC5,singleton,9,26
1675,165,141,233,#A58DE9,singleton,10,26
1676,195,174,183,#C3AEB7,singleton,11,26
1677,168,203,150,#A8CB96,singleton,12,26
1678,151,136,205,#9788CD,singleton,13,26
1679,188,196,194,#BCC4C2,singleton,14,26
1680,131,182,167,#83B6A7,singleton,15,26
1681,248,239,164,#F8EFA4,singleton,16,26
1682,186,153,249,#BA99F9,singleton,17,26
1683,254,152,219,#FE98DB,singleton,18,26
1684,174,254,238,#AEFEEE,singleton,19,26
1685,168,163,234,#A8A3EA,singleton,20,26
1686,236,150,178,#EC96B2,singleton,21,26
1687,167,131,223,#A783DF,singleton,22,26
1688,168,247,194,#A8F7C2,singleton,23,26
1689,162,161,221,#A2A1DD,singleton,24,26
1690,171,129,160,#AB81A0,singleton,25,26
1691,165,195,184,#A5C3B8,singleton,26,26
1692,158,209,157,#9ED19D,singleton,27,26
1693,161,233,243,#A1E9F3,singleton,28,26
1694,238,196,150,#EEC496,singleton,29,26
1695,219,249,204,#DBF9CC,singleton,30,26
1696,166,133,236,#A685EC,singleton,31,26
1697,176,207,173,#B0CFAD,singleton,32,26
1698,135,173,217,#87ADD9,singleton,33,26
1699,199,207,246,#C7CFF6,singleton,34,26
1700,224,152,247,#E098F7,singleton,35,26
1701,156,210,150,#9CD296,singleton,36,26
1702,186,136,186,#BA88BA,singleton,37,26
1703,181,137,209,#B589D1,singleton,38,26
1704,204,203,171,#CCCBAB,singleton,39,26
1705,190,184,190,#BEB8BE,singleton,40,26
1706,201,204,253,#C9CCFD,singleton,41,26
1707,245,250,155,#F5FA9B,singleton,42,26
1708,240,250,177,#F0FAB1,singleton,43,26
1709,242,149,231,#F295E7,singleton,44,26
1710,133,214,129,#85D681,singleton,45,26
1711,166,191,209,#A6BFD1,singleton,46,26
1712,251,210,241,#FBD2F1,singleton,47,26
1713,255,160,241,#FFA0F1,singleton,48,26
1714,145,240,251,#91F0FB,singleton,49,26
1715,153,227,131,#99E383,singleton,50,26
1716,129,208,162,#81D0A2,singleton,51,26
1717,244,254,130,#F4FE82,singleton,52,26
1718,248,234,157,#F8EA9D,singleton,53,26
1719,219,170,215,#DBAAD7,singleton,54,26
1720,228,199,241,#E4C7F1,singleton,55,26
1721,210,176,178,#D2B0B2,singleton,56,26
1722,207,165,139,#CFA58B,singleton,57,26
1723,218,194,229,#DAC2E5,singleton,58,26
1724,203,201,171,#CBC9AB,singleton,59,26
1725,140,228,137,#8CE489,singleton,60,26
1726,158,214,150,#9ED696,singleton,61,26
1727,173,240,196,#ADF0C4,singleton,62,26
1728,196,144,215,#C490D7,singleton,63,26
1729,254,173,212,#FEADD4,singleton,0,27
1730,179,158,166,#B39EA6,singleton,1,27
1731,154,153,215,#9A99D7,singleton,2,27
1732,254,190,192,#FEBEC0,singleton,3,27
1733,200,201,189,#C8C9BD,singleton,4,27
1734,247,166,141,#F7A68D,singleton,5,27
1735,188,167,180,#BCA7B4,singleton,6,27
1736,214,236,133,#D6EC85,singleton,7,27
1737,147,188,212,#93BCD4,singleton,8,27
1738,192,182,214,#C0B6D6,singleton,9,27
1739,173,141,159,#AD8D9F,singleton,10,27
1740,218,209,247,#DAD1F7,singleton,11,27
1741,181,165,163,#B5A5A3,singleton,12,27
1742,159,152,215,#9F98D7,singleton,13,27
1743,211,140,165,#D38CA5,singleton,14,27
1744,200,213,140,#C8D58C,singleton,15,27
1745,215,181,201,#D7B5C9,singleton,16,27
1746,181,135,232,#B587E8,singleton,17,27
1747,162,167,192,#A2A7C0,singleton,18,27
1748,206,159,225,#CE9FE1,singleton,19,27
1749,210,217,226,#D2D9E2,singleton,20,27
1750,128,208,176,#80D0B0,singleton,21,27
1751,160,237,248,#A0EDF8,singleton,22,27
1752,198,193,128,#C6C180,singleton,23,27
1753,234,253,246,#EAFDF6,singleton,24,27
1754,132,130,222,#8482DE,singleton,25,27
1755,224,202,230,#E0CAE6,singleton,26,27
1756,199,231,128,#C7E780,singleton,27,27
1757,141,247,133,#8DF785,singleton,28,27
1758,182,184,169,#B6B8A9,singleton,29,27
1759,182,230,133,#B6E685,singleton,30,27
1760,192,236,215,#C0ECD7,singleton,31,27
1761,203,210,187,#CBD2BB,singleton,32,27
1762,186,147,243,#BA93F3,singleton,33,27
1763,147,145,243,#9391F3,singleton,34,27
1764,200,202,138,#C8CA8A,singleton,35,27
1765,241,157,164,#F19DA4,singleton,36,27
1766,225,237,213,#E1EDD5,singleton,37,27
1767,250,138,241,#FA8AF1,singleton,38,27
1768,225,242,217,#E1F2D9,singleton,39,27
1769,170,233,180,#AAE9B4,singleton,40,27
1770,206,143,218,#CE8FDA,singleton,41,27
1771,250,168,144,#FAA890,singleton,42,27
1772,158,184,174,#9EB8AE,singleton,43,27
1773,162,235,161,#A2EBA1,singleton,44,27
